web-scraper-order,web-scraper-start-url,links,links-href,date,Brand,Name,Year,Kilometer,capacity,transmission,price,location
"1698941601-1","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2007 Daihatsu Xenia 1.0 Li MPV - Manual","https://www.mobil123.com/dijual/daihatsu-xenia-li-sumatera-utara-medan/12752054","Diperbarui pada: 02 October 2023","Daihatsu","Xenia","2007","100 - 105K km","7","Manual","Rp 85.000.000","Sumatera Utara"
"1698941604-2","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2020 Daihatsu Xenia 1.5 R DELUXE MPV - Manual","https://www.mobil123.com/dijual/daihatsu-xenia-r-deluxe-sumatera-utara-medan/12752072","Diperbarui pada: 02 October 2023","Daihatsu","Xenia","2020","20 - 25K km","7","Manual","Rp 175.000.000","Sumatera Utara"
"1698941607-3","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2013 BMW 320i 2.0 Sport Sedan - 2,0","https://www.mobil123.com/dijual/bmw-320i-sport-dki-jakarta-kelapa-gading/12752038","Diperbarui pada: 02 October 2023","BMW","3 Series","2013","40000 km","5","Automatic","Rp 280.000.000","DKI Jakarta"
"1698941610-4","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2015 Toyota Kijang Innova 2.0 Q MPV - Kondisi Istimewa Mul...","https://www.mobil123.com/dijual/toyota-kijang-innova-q-jawa-barat-bekasi-barat/12752094","Diperbarui pada: 02 October 2023","Toyota","Kijang Innova","2015","65 - 70K km","7","Manual","Rp 250.000.000","Jawa Barat"
"1698941613-5","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2020 Suzuki Jimny 1.5 Wagon - (4x4) Manual","https://www.mobil123.com/dijual/suzuki-jimny-sumatera-utara-medan/12752123","Diperbarui pada: 02 October 2023","Suzuki","Jimny","2020","10 - 15K km","4","Manual","Rp 410.000.000","Sumatera Utara"
"1698941616-6","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2018 Hyundai H-1 2.5 Royale MPV - Diesel","https://www.mobil123.com/dijual/hyundai-h-1-royale-dki-jakarta-kelapa-gading/12752142","Diperbarui pada: 02 October 2023","Hyundai","H-1","2018","55 - 60K km","8","Automatic","Rp 415.000.000","DKI Jakarta"
"1698941619-7","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2018 MINI Clubman 2.0 John Cooper Works ALL4 Wagon","https://www.mobil123.com/dijual/mini-clubman-john-cooper-works-all4-dki-jakarta-mampang-prapatan/12752143","Diperbarui pada: 02 October 2023","MINI","Clubman","2018","5 - 10K km","5","Automatic","Rp 795.000.000","DKI Jakarta"
"1698941622-8","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2018 Suzuki Ertiga 1.5 GL MPV - Manual","https://www.mobil123.com/dijual/suzuki-ertiga-gl-sumatera-utara-medan/12752170","Diperbarui pada: 02 October 2023","Suzuki","Ertiga","2018","70 - 75K km","7","Manual","Rp 165.000.000","Sumatera Utara"
"1698941625-9","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2022 Wuling EV Air ev Long Range Charging Pile Hatchback -...","https://www.mobil123.com/dijual/wuling-ev-air-ev-long-range-charging-pile-dki-jakarta-bintaro/12751382","Diperbarui pada: 02 October 2023","Wuling","EV","2022","0 - 5K km","4","Automatic","Rp 235.000.000","DKI Jakarta"
"1698941628-10","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2016 Hyundai i20 1.4 GL Hatchback - Automatic Full Origina...","https://www.mobil123.com/dijual/hyundai-i20-gl-dki-jakarta-mangga-dua/12751327","Diperbarui pada: 02 October 2023","Hyundai","i20","2016","55 - 60K km","5","Automatic","Rp 149.000.000","DKI Jakarta"
"1698941631-11","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2016 Toyota Kijang Innova 2.0 G MPV","https://www.mobil123.com/dijual/toyota-kijang-innova-g-dki-jakarta-mangga-dua/12752179","Diperbarui pada: 02 October 2023","Toyota","Kijang Innova","2016","90 - 95K km","8","Automatic","Rp 225.000.000","DKI Jakarta"
"1698941634-12","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2022 Suzuki Ertiga 1.5 GX Hybrid MPV - Matic","https://www.mobil123.com/dijual/suzuki-ertiga-gx-hybrid-sumatera-utara-medan-area/12752231","Diperbarui pada: 02 October 2023","Suzuki","Ertiga","2022","10 - 15K km","7","Automatic","Rp 235.000.000","Sumatera Utara"
"1698941637-13","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2013 Volkswagen Scirocco 2.0 R Hatchback - AT TYPE ASLI LO...","https://www.mobil123.com/dijual/volkswagen-scirocco-r-banten-gading-serpong/12750851","Diperbarui pada: 02 October 2023","Volkswagen","Scirocco","2013","20 - 25K km","4","Automatic","Rp 555.000.000","Banten"
"1698941640-14","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2019 Mitsubishi Colt 3.9 Fe 71 L Minibus - Diesel PS110L B...","https://www.mobil123.com/dijual/mitsubishi-colt-fe-71-l-sumatera-utara-medan/12752261","Diperbarui pada: 02 October 2023","Mitsubishi","Colt","2019","55 - 60K km","15","Manual","Rp 300.000.000","Sumatera Utara"
"1698941643-15","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2020 Mazda CX-5 2.5 GT SUV - Matic Pajak Panjang Low KM   ...","https://www.mobil123.com/dijual/mazda-cx-5-gt-dki-jakarta-mangga-dua/12614116","Diperbarui pada: 02 October 2023","Mazda","CX-5","2020","17500 km","5","Automatic","Rp 419.000.000","DKI Jakarta"
"1698941646-16","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2019 Mazda CX-5 2.5 Elite SUV","https://www.mobil123.com/dijual/mazda-cx-5-elite-dki-jakarta-mangga-dua/12752345","Diperbarui pada: 02 October 2023","Mazda","CX-5","2019","10 - 15K km","5","Automatic","Rp 369.000.000","DKI Jakarta"
"1698941649-17","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2014 Mitsubishi Pajero Sport 2.5 Dakar SUV - VGT Matic","https://www.mobil123.com/dijual/mitsubishi-pajero-sport-dakar-sumatera-utara-medan/12752347","Diperbarui pada: 02 October 2023","Mitsubishi","Pajero Sport","2014","70 - 75K km","7","Automatic","Rp 320.000.000","Sumatera Utara"
"1698941652-18","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2018 Chevrolet Trailblazer 2.5 LTZ SUV - Automatic KM REND...","https://www.mobil123.com/dijual/chevrolet-trailblazer-ltz-dki-jakarta-mangga-dua/12751485","Diperbarui pada: 02 October 2023","Chevrolet","Trailblazer","2018","50 - 55K km","7","Automatic","Rp 291.000.000","DKI Jakarta"
"1698941655-19","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2017 Honda CR-V 1.5 VTEC SUV - Promo Potongan 5JT, Siap Pa...","https://www.mobil123.com/dijual/honda-cr-v-vtec-banten-gading-serpong/12171758?carsome=true","Diperbarui pada: 02 October 2023","Honda","CR-V","2017","60 - 65K km","7","Automatic","Rp 335.000.000","Banten"
"1698941658-20","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2014 Toyota Kijang Innova 2.0 G MPV - Manual","https://www.mobil123.com/dijual/toyota-kijang-innova-g-dki-jakarta-mangga-dua/12613934","Diperbarui pada: 02 October 2023","Toyota","Kijang Innova","2014","82500 km","8","Manual","Rp 165.000.000","DKI Jakarta"
"1698941661-21","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2014 Honda CR-V 2.4 2.4 SUV - 2,4","https://www.mobil123.com/dijual/honda-cr-v-2-4-dki-jakarta-duren-sawit/12752464","Diperbarui pada: 02 October 2023","Honda","CR-V","2014","97000 km","5","Automatic","Rp 185.000.000","DKI Jakarta"
"1698941664-22","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2016 Toyota Kijang Innova 2.0 G MPV","https://www.mobil123.com/dijual/toyota-kijang-innova-g-dki-jakarta-buaran/12752531","Diperbarui pada: 02 October 2023","Toyota","Kijang Innova","2016","85 - 90K km","8","Automatic","Rp 225.000.000","DKI Jakarta"
"1698941667-23","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2014 Toyota Kijang Innova 2.5 G MPV - Plat AG romli bisa t...","https://www.mobil123.com/dijual/toyota-kijang-innova-g-jawa-timur-pare/12752432","Diperbarui pada: 02 October 2023","Toyota","Kijang Innova","2014","90 - 95K km","8","Manual","Rp 245.000.000","Jawa Timur"
"1698941670-24","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2016 BMW X1 1.5 sDrive18i xLine SUV","https://www.mobil123.com/dijual/bmw-x1-sdrive18i-xline-dki-jakarta-kebayoran-baru/12752558","Diperbarui pada: 02 October 2023","BMW","X","2016","30 - 35K km","5","Automatic","Rp 415.000.000","DKI Jakarta"
"1698941673-25","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2014 Mazda CX-5 2.5 Grand Touring SUV - CX5 GT Matic","https://www.mobil123.com/dijual/mazda-cx-5-grand-touring-sumatera-utara-medan/12752505","Diperbarui pada: 02 October 2023","Mazda","CX-5","2014","85 - 90K km","5","Automatic","Rp 195.000.000","Sumatera Utara"
"1698941676-26","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2018 Hyundai H-1 2.5 Limited Royale MPV - Low Km 50Rban CR...","https://www.mobil123.com/dijual/hyundai-h-1-limited-royale-dki-jakarta-wahid-hasyim/12752591","Diperbarui pada: 02 October 2023","Hyundai","H-1","2018","45 - 50K km","8","Automatic","Rp 415.000.000","DKI Jakarta"
"1698941679-27","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2017 Honda CR-V 1.5 Prestige VTEC SUV - Matic","https://www.mobil123.com/dijual/honda-cr-v-prestige-vtec-dki-jakarta-mangga-dua/11135111","Diperbarui pada: 02 October 2023","Honda","CR-V","2017","62000 km","7","Automatic","Rp 379.000.000","DKI Jakarta"
"1698941682-28","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2018 Honda BR-V 1.5 E SUV","https://www.mobil123.com/dijual/honda-br-v-e-jawa-barat-tajur/12648887?carsome=true","Diperbarui pada: 02 October 2023","Honda","BR-V","2018","65 - 70K km","7","Automatic","Rp 184.000.000","Jawa Barat"
"1698941685-29","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2022 Toyota Calya 1.2 G MPV - 1,2 AT MATIC HITAM","https://www.mobil123.com/dijual/toyota-calya-g-dki-jakarta-cilandak/12752704","Diperbarui pada: 02 October 2023","Toyota","Calya","2022","11000 km","7","Automatic","Rp 139.500.000","DKI Jakarta"
"1698941688-30","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2017 Toyota Sienta 1.5 G MPV","https://www.mobil123.com/dijual/toyota-sienta-g-jawa-barat-tajur/12689135?carsome=true","Diperbarui pada: 02 October 2023","Toyota","Sienta","2017","70 - 75K km","7","Automatic","Rp 163.000.000","Jawa Barat"
"1698941691-31","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2017 BMW X1 1.5 sDrive18i xLine SUV - SDRIVE Matic","https://www.mobil123.com/dijual/bmw-x1-sdrive18i-xline-sumatera-utara-medan/12752741","Diperbarui pada: 02 October 2023","BMW","X","2017","50 - 55K km","5","Automatic","Rp 445.000.000","Sumatera Utara"
"1698941694-32","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2013 Volkswagen Scirocco 1.4 TSI Hatchback","https://www.mobil123.com/dijual/volkswagen-scirocco-tsi-dki-jakarta-kebayoran-baru/12752742","Diperbarui pada: 02 October 2023","Volkswagen","Scirocco","2013","45 - 50K km","4","Automatic","Rp 275.000.000","DKI Jakarta"
"1698941697-33","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2018 Daihatsu Ayla 1.2 X Hatchback","https://www.mobil123.com/dijual/daihatsu-ayla-x-dki-jakarta-gambir/12752756","Diperbarui pada: 02 October 2023","Daihatsu","Ayla","2018","25 - 30K km","5","Automatic","Rp 105.000.000","DKI Jakarta"
"1698941700-34","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2018 BMW X5 3.0 xDrive35i xLine SUV - XDRIVE LCI Matic","https://www.mobil123.com/dijual/bmw-x5-xdrive35i-xline-sumatera-utara-medan/12752764","Diperbarui pada: 02 October 2023","BMW","X","2018","65 - 70K km","5","Automatic","Rp 760.000.000","Sumatera Utara"
"1698941703-35","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2015 Honda Brio 1.2 Satya E Hatchback","https://www.mobil123.com/dijual/honda-brio-satya-e-jawa-tengah-semarang/12590334","Diperbarui pada: 02 October 2023","Honda","Brio","2015","65 - 70K km","5","Manual","Rp 110.000.000","Jawa Tengah"
"1698941706-36","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2020 Volkswagen Tiguan 1.4 TSI ALLSPACE SUV - Pemakain 202...","https://www.mobil123.com/dijual/volkswagen-tiguan-tsi-allspace-dki-jakarta-ragunan/12752802","Diperbarui pada: 02 October 2023","Volkswagen","Tiguan","2020","15 - 20K km","7","Automatic","Rp 415.000.000","DKI Jakarta"
"1698941709-37","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2018 Wuling Confero 1.5 S L Lux+ Wagon - S L Lux S L Manua...","https://www.mobil123.com/dijual/wuling-confero-s-l-lux-plus-sumatera-utara-medan/12752805","Diperbarui pada: 02 October 2023","Wuling","Confero","2018","90 - 95K km","8","Manual","Rp 115.000.000","Sumatera Utara"
"1698941712-38","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2017 BMW X5 3.0 xDrive35i xLine SUV - XDRIVE Matic","https://www.mobil123.com/dijual/bmw-x5-xdrive35i-xline-sumatera-utara-medan/12752752","Diperbarui pada: 02 October 2023","BMW","X","2017","20 - 25K km","5","Automatic","Rp 710.000.000","Sumatera Utara"
"1698941715-39","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2015 Nissan X-Trail 2.5 SUV - Xtrail CVT","https://www.mobil123.com/dijual/nissan-x-trail-sumatera-utara-medan/12752609","Diperbarui pada: 02 October 2023","Nissan","X-Trail","2015","85 - 90K km","7","Automatic","Rp 178.000.000","Sumatera Utara"
"1698941718-40","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2017 Toyota Kijang Innova 2.0 G MPV - Matic Pajak Panjang ...","https://www.mobil123.com/dijual/toyota-kijang-innova-g-dki-jakarta-mangga-dua/12752842","Diperbarui pada: 02 October 2023","Toyota","Kijang Innova","2017","45 - 50K km","8","Automatic","Rp 239.000.000","DKI Jakarta"
"1698941721-41","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2017 Daihatsu Sigra 1.2 R MPV","https://www.mobil123.com/dijual/daihatsu-sigra-r-dki-jakarta-pademangan/12752849","Diperbarui pada: 02 October 2023","Daihatsu","Sigra","2017","75 - 80K km","7","Automatic","Rp 115.000.000","DKI Jakarta"
"1698941724-42","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2021 Honda CR-V 1.5 VTEC SUV - 1,5","https://www.mobil123.com/dijual/honda-cr-v-vtec-dki-jakarta-gambir/12752870","Diperbarui pada: 02 October 2023","Honda","CR-V","2021","28000 km","7","Automatic","Rp 435.000.000","DKI Jakarta"
"1698941727-43","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2023 BMW 430i 2.0 M Sport Convertible - Like New Tidak Jad...","https://www.mobil123.com/dijual/bmw-430i-m-sport-dki-jakarta-komplek-mega-kuningan/12752881","Diperbarui pada: 02 October 2023","BMW","4 Series","2023","0 - 5K km","4","Automatic","Rp 1.625.000.000","DKI Jakarta"
"1698941730-44","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2017 Honda Jazz 1.5 RS Hatchback - (Dp15jt) CVT At ORISINI...","https://www.mobil123.com/dijual/honda-jazz-rs-yogyakarta-yogyakarta/12752880","Diperbarui pada: 02 October 2023","Honda","Jazz","2017","58000 km","5","Automatic","Rp 222.000.000","Yogyakarta"
"1698941733-45","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2013 Mitsubishi Outlander Sport 2.0 PX SUV - (Dp10jt) At P...","https://www.mobil123.com/dijual/mitsubishi-outlander-sport-px-yogyakarta-yogyakarta/12752790","Diperbarui pada: 02 October 2023","Mitsubishi","Outlander Sport","2013","113000 km","5","Automatic","Rp 160.000.000","Yogyakarta"
"1698941736-46","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2017 Honda HR-V 1.8 Prestige SUV - (Dp12jt) HRV At Panoram...","https://www.mobil123.com/dijual/honda-hr-v-prestige-yogyakarta-yogyakarta/12752769","Diperbarui pada: 02 October 2023","Honda","HR-V","2017","55000 km","5","Automatic","Rp 263.000.000","Yogyakarta"
"1698941739-47","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2017 Lexus GS200t 2.0 F Sport Sedan - Rare Item Full Specs...","https://www.mobil123.com/dijual/lexus-gs200t-f-sport-dki-jakarta-kuningan/12752961","Diperbarui pada: 02 October 2023","Lexus","GS200t","2017","25 - 30K km","5","Automatic","Rp 625.000.000","DKI Jakarta"
"1698941742-48","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2013 BMW 320i 2.0 Sport Sedan","https://www.mobil123.com/dijual/bmw-320i-sport-dki-jakarta-kemayoran/12752966","Diperbarui pada: 02 October 2023","BMW","3 Series","2013","60 - 65K km","5","Automatic","Rp 280.000.000","DKI Jakarta"
"1698941745-49","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=360&sort=modification_date_search.desc","2012 Mazda 2 1.5 R Hatchback - Kondisi Mulus Terawat Istim...","https://www.mobil123.com/dijual/mazda-2-r-jawa-barat-bekasi-barat/12753010","Diperbarui pada: 02 October 2023","Mazda","2","2012","150 - 155K km","5","Automatic","Rp 105.000.000","Jawa Barat"
"1698941753-50","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2021 Suzuki Jimny 1.5 Wagon - Reg.2022 Jungle Green On Bla...","https://www.mobil123.com/dijual/suzuki-jimny-dki-jakarta-bintaro/12753058","Diperbarui pada: 02 October 2023","Suzuki","Jimny","2021","0 - 5K km","4","Automatic","Rp 440.000.000","DKI Jakarta"
"1698941756-51","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2020 Mercedes-Benz GLE450 3.0 4MATIC AMG Line Wagon","https://www.mobil123.com/dijual/mercedes-benz-gle450-4matic-amg-line-dki-jakarta-kebayoran-baru/12752832","Diperbarui pada: 02 October 2023","Mercedes-Benz","GLE-Class","2020","5 - 10K km","7","Automatic","Rp 1.595.000.000","DKI Jakarta"
"1698941759-52","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2019 Mazda CX-9 2.5 SKYACTIV-G SUV","https://www.mobil123.com/dijual/mazda-cx-9-skyactiv-g-dki-jakarta-kebayoran-baru/12753123","Diperbarui pada: 02 October 2023","Mazda","CX-9","2019","40 - 45K km","7","Automatic","Rp 485.000.000","DKI Jakarta"
"1698941762-53","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2019 Mitsubishi Pajero Sport 2.4 Dakar SUV - 2,4","https://www.mobil123.com/dijual/mitsubishi-pajero-sport-dakar-jawa-barat-lengkong/12753180","Diperbarui pada: 02 October 2023","Mitsubishi","Pajero Sport","2019","51000 km","7","Automatic","Rp 475.000.000","Jawa Barat"
"1698941765-54","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2012 Toyota Alphard 2.4 SC MPV","https://www.mobil123.com/dijual/toyota-alphard-sc-dki-jakarta-kebayoran-baru/12753277","Diperbarui pada: 02 October 2023","Toyota","Alphard","2012","100 - 105K km","7","Automatic","Rp 340.000.000","DKI Jakarta"
"1698941768-55","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2021 Toyota Innova Venturer 2.4 Wagon - Kijang Diesel At K...","https://www.mobil123.com/dijual/toyota-innova-venturer-yogyakarta-yogyakarta/12753296","Diperbarui pada: 02 October 2023","Toyota","Innova Venturer","2021","35000 km","7","Automatic","Rp 470.000.000","Yogyakarta"
"1698941771-56","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2021 Toyota Camry 2.5 V Sedan - Reg. Black On Black Km7000...","https://www.mobil123.com/dijual/toyota-camry-v-dki-jakarta-pondok-indah/12753313","Diperbarui pada: 02 October 2023","Toyota","Camry","2021","7000 km","5","Automatic","Rp 550.000.000","DKI Jakarta"
"1698941774-57","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2019 Daihatsu Sigra 1.2 R MPV","https://www.mobil123.com/dijual/daihatsu-sigra-r-dki-jakarta-batu-tulis/12753328","Diperbarui pada: 02 October 2023","Daihatsu","Sigra","2019","30 - 35K km","7","Automatic","Rp 125.000.000","DKI Jakarta"
"1698941777-58","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2021 Toyota Camry 2.5 V Sedan - Reg. Black On Black Km7000...","https://www.mobil123.com/dijual/toyota-camry-v-dki-jakarta-bintaro/12753340","Diperbarui pada: 02 October 2023","Toyota","Camry","2021","7000 km","5","Automatic","Rp 550.000.000","DKI Jakarta"
"1698941780-59","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2014 Lexus LS460L 4.6 LS460L Sedan","https://www.mobil123.com/dijual/lexus-ls460l-ls460l-dki-jakarta-kebayoran-baru/12753364","Diperbarui pada: 02 October 2023","Lexus","LS460L","2014","45 - 50K km","5","Automatic","Rp 780.000.000","DKI Jakarta"
"1698941783-60","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2017 Mazda 2 1.5 GT Hatchback - Facelift Putih Tgn Pertama...","https://www.mobil123.com/dijual/mazda-2-gt-jawa-timur-surabaya/12753375","Diperbarui pada: 02 October 2023","Mazda","2","2017","35 - 40K km","5","Automatic","Rp 211.000.000","Jawa Timur"
"1698941786-61","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2019 Daihatsu Sigra 1.2 R MPV","https://www.mobil123.com/dijual/daihatsu-sigra-r-dki-jakarta-kelapa-gading-barat/12753401","Diperbarui pada: 02 October 2023","Daihatsu","Sigra","2019","55 - 60K km","7","Manual","Rp 119.000.000","DKI Jakarta"
"1698941789-62","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2013 BMW 528i 2.0 Sedan - RSE 2 TV SUNROOF LOW KM.27RB PAJ...","https://www.mobil123.com/dijual/bmw-528i-dki-jakarta-bintaro/12587927","Diperbarui pada: 02 October 2023","BMW","5 Series","2013","25 - 30K km","5","Automatic","Rp 368.000.000","DKI Jakarta"
"1698941792-63","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2017 BMW X3 2.0 xDrive20i xLine SUV - MILES.43RB PAJAK PAN...","https://www.mobil123.com/dijual/bmw-x3-xdrive20i-xline-dki-jakarta-bintaro/12069191","Diperbarui pada: 02 October 2023","BMW","X","2017","40 - 45K km","5","Automatic","Rp 485.000.000","DKI Jakarta"
"1698941795-64","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2014 Mazda 2 1.5 R Sedan - Kondisi Mulus Terawat Istimewa ...","https://www.mobil123.com/dijual/mazda-2-r-jawa-barat-bekasi-barat/12753446","Diperbarui pada: 02 October 2023","Mazda","2","2014","90 - 95K km","5","Automatic","Rp 115.000.000","Jawa Barat"
"1698941798-65","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2015 Honda CR-V 2.4 2.4 Prestige SUV - Prestige AT SUNROOF...","https://www.mobil123.com/dijual/honda-cr-v-2-4-prestige-dki-jakarta-bintaro/12452013","Diperbarui pada: 02 October 2023","Honda","CR-V","2015","75 - 80K km","5","Automatic","Rp 249.000.000","DKI Jakarta"
"1698941801-66","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2015 Honda CR-V 2.4 2.4 Prestige SUV - Prestige AT SUNROOF...","https://www.mobil123.com/dijual/honda-cr-v-2-4-prestige-dki-jakarta-bintaro/12674248","Diperbarui pada: 02 October 2023","Honda","CR-V","2015","85 - 90K km","5","Automatic","Rp 257.000.000","DKI Jakarta"
"1698941804-67","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2019 Daihatsu Sigra 1.2 R MPV","https://www.mobil123.com/dijual/daihatsu-sigra-r-dki-jakarta-cilangkap/12753468","Diperbarui pada: 02 October 2023","Daihatsu","Sigra","2019","25 - 30K km","7","Manual","Rp 117.000.000","DKI Jakarta"
"1698941807-68","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2017 Honda CR-V 1.5 Prestige VTEC SUV - LOW KM.57RB PAJAK ...","https://www.mobil123.com/dijual/honda-cr-v-prestige-vtec-dki-jakarta-bintaro/11979073","Diperbarui pada: 02 October 2023","Honda","CR-V","2017","55 - 60K km","7","Automatic","Rp 369.000.000","DKI Jakarta"
