web-scraper-order,web-scraper-start-url,links,links-href,date,Brand,Name,Year,Kilometer,capacity,transmission,price,location
"1698944755-1005","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=340&sort=modification_date_search.desc","2017 Toyota Vellfire 2.5 ZG Van Wagon - Reg.2018 White On ...","https://www.mobil123.com/dijual/toyota-vellfire-zg-dki-jakarta-pondok-indah/12693560","Diperbarui pada: 05 October 2023","Toyota","Vellfire","2017","40 - 45K km","7","Automatic","Rp 785.000.000","DKI Jakarta"
"1698944758-1006","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=340&sort=modification_date_search.desc","2017 Toyota Agya 1.2 TRD Hatchback - G AT Kuning KM 77Rb P...","https://www.mobil123.com/dijual/toyota-agya-trd-dki-jakarta-cengkareng/12776761","Diperbarui pada: 05 October 2023","Toyota","Agya","2017","77000 km","5","Automatic","Rp 112.000.000","DKI Jakarta"
"1698944762-1007","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=340&sort=modification_date_search.desc","2017 Honda HR-V 1.5 E SUV - AT CVT Abu Istimewa Pajak Panj...","https://www.mobil123.com/dijual/honda-hr-v-e-dki-jakarta-kembangan/12600219","Diperbarui pada: 05 October 2023","Honda","HR-V","2017","60 - 65K km","5","Automatic","Rp 199.000.000","DKI Jakarta"
"1698944765-1008","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=340&sort=modification_date_search.desc","2016 Nissan Teana 2.5 XV Sedan - Termurah Sejabodetabek At...","https://www.mobil123.com/dijual/nissan-teana-xv-banten-banjar-wijaya/12776807","Diperbarui pada: 05 October 2023","Nissan","Teana","2016","121000 km","5","Automatic","Rp 185.000.000","Banten"
"1698944768-1009","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=340&sort=modification_date_search.desc","2011 Daihatsu Terios 1.5 TS EXTRA SUV","https://www.mobil123.com/dijual/daihatsu-terios-ts-extra-jawa-barat-pondok-gede/11663300","Diperbarui pada: 05 October 2023","Daihatsu","Terios","2011","60 - 65K km","7","Automatic","Rp 110.000.000","Jawa Barat"
"1698944771-1010","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=340&sort=modification_date_search.desc","2017 Toyota Kijang Innova 2.0 G MPV","https://www.mobil123.com/dijual/toyota-kijang-innova-g-banten-karawaci/12208037?carsome=true","Diperbarui pada: 05 October 2023","Toyota","Kijang Innova","2017","50 - 55K km","8","Manual","Rp 242.000.000","Banten"
"1698944774-1011","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=340&sort=modification_date_search.desc","2021 Toyota Sienta 1.5 V MPV - TDP MURAH ANGSURAN TERJANGK...","https://www.mobil123.com/dijual/toyota-sienta-v-jawa-barat-sawangan/12777152","Diperbarui pada: 05 October 2023","Toyota","Sienta","2021","40 - 45K km","7","Automatic","Rp 225.000.000","Jawa Barat"
"1698944777-1012","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=340&sort=modification_date_search.desc","2019 Toyota Camry 2.5 V Sedan - Nik New Model Black On Bla...","https://www.mobil123.com/dijual/toyota-camry-v-dki-jakarta-bintaro/12777412","Diperbarui pada: 05 October 2023","Toyota","Camry","2019","10 - 15K km","5","Automatic","Rp 455.000.000","DKI Jakarta"
"1698944780-1013","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=340&sort=modification_date_search.desc","2019 Toyota Camry 2.5 V Sedan - Nik New Model Black On Bla...","https://www.mobil123.com/dijual/toyota-camry-v-dki-jakarta-pondok-indah/12777460","Diperbarui pada: 05 October 2023","Toyota","Camry","2019","12000 km","5","Automatic","Rp 455.000.000","DKI Jakarta"
"1698944783-1014","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=340&sort=modification_date_search.desc","2015 Honda Civic 1.8 Sedan","https://www.mobil123.com/dijual/honda-civic-dki-jakarta-mangga-dua/12316390?carsome=true","Diperbarui pada: 05 October 2023","Honda","Civic","2015","55 - 60K km","5","Automatic","Rp 199.000.000","DKI Jakarta"
"1698944786-1015","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=340&sort=modification_date_search.desc","2015 Mercedes-Benz CLA200 1.6 Sport Coupe","https://www.mobil123.com/dijual/mercedes-benz-cla200-sport-dki-jakarta-cilandak/12777537","Diperbarui pada: 05 October 2023","Mercedes-Benz","CLA-Class","2015","0 - 5K km","5","Automatic","Rp 445.000.000","DKI Jakarta"
"1698944789-1016","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=340&sort=modification_date_search.desc","2019 Toyota Camry 2.5 V Sedan - Nik New Model Black On Bla...","https://www.mobil123.com/dijual/toyota-camry-v-dki-jakarta-bintaro/12777542","Diperbarui pada: 05 October 2023","Toyota","Camry","2019","12000 km","5","Automatic","Rp 455.000.000","DKI Jakarta"
"1698944792-1017","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=340&sort=modification_date_search.desc","2019 Honda HR-V 1.5 S SUV - MANUAL","https://www.mobil123.com/dijual/honda-hr-v-s-jawa-timur-gubeng/12777576","Diperbarui pada: 05 October 2023","Honda","HR-V","2019","10 - 15K km","5","Manual","Rp 230.000.000","Jawa Timur"
"1698944795-1018","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=340&sort=modification_date_search.desc","2023 Honda HR-V 1.5 SE SUV - MATIC","https://www.mobil123.com/dijual/honda-hr-v-se-jawa-timur-kediri/12777618","Diperbarui pada: 05 October 2023","Honda","HR-V","2023","0 - 5K km","5","Automatic","Rp 375.000.000","Jawa Timur"
"1698944798-1019","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=340&sort=modification_date_search.desc","2020 Honda HR-V 1.5 E Special Edition SUV - DP MURAH ANGSU...","https://www.mobil123.com/dijual/honda-hr-v-e-special-edition-dki-jakarta-bintaro/12777663","Diperbarui pada: 05 October 2023","Honda","HR-V","2020","40 - 45K km","5","Automatic","Rp 277.000.000","DKI Jakarta"
"1698944801-1020","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=340&sort=modification_date_search.desc","2019 Toyota Kijang Innova 2.0 G MPV - DP 7JT ANGSURAN TERJ...","https://www.mobil123.com/dijual/toyota-kijang-innova-g-jawa-barat-limo/12777742","Diperbarui pada: 05 October 2023","Toyota","Kijang Innova","2019","15 - 20K km","8","Automatic","Rp 280.000.000","Jawa Barat"
"1698944804-1021","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=340&sort=modification_date_search.desc","2018 Mercedes-Benz GLA200 1.6 AMG SUV - Reg.2019 Black On ...","https://www.mobil123.com/dijual/mercedes-benz-gla200-amg-dki-jakarta-bintaro/12407539","Diperbarui pada: 05 October 2023","Mercedes-Benz","GLA-Class","2018","35 - 40K km","5","Automatic","Rp 495.000.000","DKI Jakarta"
"1698944807-1022","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=340&sort=modification_date_search.desc","2022 Mercedes-Benz C200 1.5 Avantgarde Line Sedan - Nik Ne...","https://www.mobil123.com/dijual/mercedes-benz-c200-avantgarde-line-dki-jakarta-pondok-indah/12349853","Diperbarui pada: 05 October 2023","Mercedes-Benz","C-Class","2022","2000 km","5","Automatic","Rp 895.000.000","DKI Jakarta"
"1698944810-1023","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=340&sort=modification_date_search.desc","2023 Mercedes-Benz C300 2.0 AMG Line Sedan - Nik Black On ...","https://www.mobil123.com/dijual/mercedes-benz-c300-amg-line-dki-jakarta-pondok-indah/12617169","Diperbarui pada: 05 October 2023","Mercedes-Benz","C-Class","2023","1000 km","5","Automatic","Rp 1.175.000.000","DKI Jakarta"
"1698944813-1024","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=340&sort=modification_date_search.desc","2017 Suzuki Ignis 1.2 GX Hatchback - PROMO CUCI GUDANG DP ...","https://www.mobil123.com/dijual/suzuki-ignis-gx-banten-ciputat/12735047","Diperbarui pada: 05 October 2023","Suzuki","Ignis","2017","110 - 115K km","5","Automatic","Rp 129.000.000","Banten"
"1698944816-1025","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=340&sort=modification_date_search.desc","2020 Mercedes-Benz GLA200 1.3 Progressive Line SUV - Reg.2...","https://www.mobil123.com/dijual/mercedes-benz-gla200-progressive-line-dki-jakarta-pondok-indah/12652083","Diperbarui pada: 05 October 2023","Mercedes-Benz","GLA-Class","2020","13000 km","5","Automatic","Rp 695.000.000","DKI Jakarta"
"1698944819-1026","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=340&sort=modification_date_search.desc","2022 Mercedes-Benz C200 1.5 Avantgarde Line Sedan - Nik Ne...","https://www.mobil123.com/dijual/mercedes-benz-c200-avantgarde-line-dki-jakarta-bintaro/12327604","Diperbarui pada: 05 October 2023","Mercedes-Benz","C-Class","2022","2000 km","5","Automatic","Rp 895.000.000","DKI Jakarta"
"1698944822-1027","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=340&sort=modification_date_search.desc","2013 BMW 520d 2.0 Sedan","https://www.mobil123.com/dijual/bmw-520d-dki-jakarta-gunung-sahari/12777941","Diperbarui pada: 05 October 2023","BMW","5 Series","2013","40 - 45K km","5","Automatic","Rp 299.000.000","DKI Jakarta"
"1698944825-1028","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=340&sort=modification_date_search.desc","2018 Toyota Fortuner 2.4 TRD SUV - VRZ AT Diesel Hitam KM ...","https://www.mobil123.com/dijual/toyota-fortuner-trd-dki-jakarta-cengkareng/12777990","Diperbarui pada: 05 October 2023","Toyota","Fortuner","2018","65000 km","7","Automatic","Rp 393.000.000","DKI Jakarta"
"1698944828-1029","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=340&sort=modification_date_search.desc","2017 Toyota Agya 1.2 TRD Hatchback - 1,2","https://www.mobil123.com/dijual/toyota-agya-trd-dki-jakarta-gambir/12778066","Diperbarui pada: 06 October 2023","Toyota","Agya","2017","77000 km","5","Automatic","Rp 112.000.000","DKI Jakarta"
"1698944835-1030","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","2021 Honda City 1.5 RS Hatchback - 1,5","https://www.mobil123.com/dijual/honda-city-rs-jawa-barat-harapan-indah/12778247","Diperbarui pada: 06 October 2023","Honda","City","2021","27206 km","5","Automatic","Rp 250.000.000","Jawa Barat"
"1698944838-1031","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","2014 Mazda CX-5 2.5 Grand Touring SUV - Putih KM 75rb Reco...","https://www.mobil123.com/dijual/mazda-cx-5-grand-touring-jawa-timur-surabaya/12778257","Diperbarui pada: 06 October 2023","Mazda","CX-5","2014","70 - 75K km","5","Automatic","Rp 210.500.000","Jawa Timur"
"1698944841-1032","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","2022 Daihatsu Ayla 1.2 R Hatchback - 1,2","https://www.mobil123.com/dijual/daihatsu-ayla-r-jawa-barat-leuwisadeng/12778283","Diperbarui pada: 06 October 2023","Daihatsu","Ayla","2022","7401 km","5","Manual","Rp 126.000.000","Jawa Barat"
"1698944844-1033","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","2018 Honda HR-V 1.8 Prestige SUV - Pmk 2019 Facelift Putih...","https://www.mobil123.com/dijual/honda-hr-v-prestige-jawa-timur-surabaya/12778288","Diperbarui pada: 06 October 2023","Honda","HR-V","2018","40 - 45K km","5","Automatic","Rp 287.500.000","Jawa Timur"
"1698944847-1034","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","2020 Daihatsu Terios 1.5 R Deluxe SUV - 1,5","https://www.mobil123.com/dijual/daihatsu-terios-r-deluxe-dki-jakarta-cakung/12778291","Diperbarui pada: 06 October 2023","Daihatsu","Terios","2020","24142 km","7","Automatic","Rp 212.000.000","DKI Jakarta"
"1698944850-1035","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","2016 Daihatsu Xenia 1.3 X DELUXE MPV - 1,3","https://www.mobil123.com/dijual/daihatsu-xenia-x-deluxe-jawa-barat-tambun-utara/12778301","Diperbarui pada: 06 October 2023","Daihatsu","Xenia","2016","88848 km","7","Manual","Rp 125.000.000","Jawa Barat"
"1698944854-1036","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","2014 Nissan Elgrand 2.5 Highway Star MPV - Service Record ...","https://www.mobil123.com/dijual/nissan-elgrand-highway-star-dki-jakarta-mangga-dua/12778378","Diperbarui pada: 06 October 2023","Nissan","Elgrand","2014","85 - 90K km","7","Automatic","Rp 400.000.000","DKI Jakarta"
"1698944857-1037","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","2018 Mazda CX-5 2.5 Elite SUV - Service Record VERY GREAT ...","https://www.mobil123.com/dijual/mazda-cx-5-elite-dki-jakarta-mangga-dua/12778388","Diperbarui pada: 06 October 2023","Mazda","CX-5","2018","40 - 45K km","5","Automatic","Rp 425.000.000","DKI Jakarta"
"1698944860-1038","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","2010 BMW X5 3.0 xDrive30d SUV - Service Record FULL STANDA...","https://www.mobil123.com/dijual/bmw-x5-xdrive30d-dki-jakarta-fatmawati/12778395","Diperbarui pada: 06 October 2023","BMW","X","2010","35 - 40K km","5","Automatic","Rp 325.000.000","DKI Jakarta"
"1698944863-1039","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","2016 Mitsubishi Pajero Sport 2.4 Dakar SUV - Plat S dani b...","https://www.mobil123.com/dijual/mitsubishi-pajero-sport-dakar-jawa-timur-kediri/12778659","Diperbarui pada: 06 October 2023","Mitsubishi","Pajero Sport","2016","75 - 80K km","7","Automatic","Rp 415.000.000","Jawa Timur"
"1698944866-1040","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","1997 Toyota Land Cruiser 4.2 SUV - Base Spec","https://www.mobil123.com/dijual/toyota-land-cruiser-jawa-barat-perwira/12778672","Diperbarui pada: 06 October 2023","Toyota","Land Cruiser","1997","160000 km","5","Automatic","Rp 668.000.000","Jawa Barat"
"1698944869-1041","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","2015 Honda Civic 2.0 Sedan - 2,0 Base Spec","https://www.mobil123.com/dijual/honda-civic-jawa-barat-perwira/12778717","Diperbarui pada: 06 October 2023","Honda","Civic","2015","70000 km","5","Automatic","Rp 209.000.000","Jawa Barat"
"1698944872-1042","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","2014 Land Rover Range Rover Sport 3.0 Autobiography SUV   ...","https://www.mobil123.com/dijual/land-rover-range-rover-sport-autobiography-dki-jakarta-jalan-panjang/12463559","Diperbarui pada: 06 October 2023","Land Rover","Range Rover Sport","2014","10 - 15K km","5","Automatic","Rp 1.350.000.000","DKI Jakarta"
"1698944875-1043","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","2018 Toyota Calya 1.2 G MPV - Manual Km 62rb Pajak 1 Tahun...","https://www.mobil123.com/dijual/toyota-calya-g-dki-jakarta-pademangan/12771848","Diperbarui pada: 06 October 2023","Toyota","Calya","2018","60 - 65K km","7","Manual","Rp 108.000.000","DKI Jakarta"
"1698944878-1044","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","2014 Honda Mobilio 1.5 RS MPV - AT ABU TDP 10JT CICILAN 3....","https://www.mobil123.com/dijual/honda-mobilio-rs-dki-jakarta-tebet/12775440","Diperbarui pada: 06 October 2023","Honda","Mobilio","2014","90 - 95K km","7","Automatic","Rp 135.000.000","DKI Jakarta"
"1698944881-1045","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","2021 Toyota Fortuner 2.4 VRZ SUV - AT TRD DIESEL HITAM TDP...","https://www.mobil123.com/dijual/toyota-fortuner-vrz-dki-jakarta-cinere/12775087","Diperbarui pada: 06 October 2023","Toyota","Fortuner","2021","30 - 35K km","7","Automatic","Rp 475.000.000","DKI Jakarta"
"1698944884-1046","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","2017 Toyota Sienta 1.5 Q MPV - AT TDP 15JT BAWA PULANG","https://www.mobil123.com/dijual/toyota-sienta-q-dki-jakarta-tebet/12775569","Diperbarui pada: 06 October 2023","Toyota","Sienta","2017","65 - 70K km","7","Automatic","Rp 185.000.000","DKI Jakarta"
"1698944887-1047","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","2015 Honda Mobilio 1.5 E MPV - AT GARANSI MURAH TDP 10JT B...","https://www.mobil123.com/dijual/honda-mobilio-e-dki-jakarta-tebet/12775378","Diperbarui pada: 06 October 2023","Honda","Mobilio","2015","70 - 75K km","7","Automatic","Rp 133.000.000","DKI Jakarta"
"1698944890-1048","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","2013 Mitsubishi Pajero Sport 2.5 Exceed SUV - AT LIMITED P...","https://www.mobil123.com/dijual/mitsubishi-pajero-sport-exceed-dki-jakarta-tebet/12775504","Diperbarui pada: 06 October 2023","Mitsubishi","Pajero Sport","2013","95 - 100K km","7","Automatic","Rp 228.000.000","DKI Jakarta"
"1698944893-1049","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","2017 Toyota Kijang Innova 2.0 V MPV - 2,0","https://www.mobil123.com/dijual/toyota-kijang-innova-v-banten-batu-ceper-daan-mogot/12778906","Diperbarui pada: 06 October 2023","Toyota","Kijang Innova","2017","97000 km","8","Automatic","Rp 265.000.000","Banten"
"1698944896-1050","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","2017 Toyota Agya 1.2 TRD Hatchback - Matic Km 77rb Tangan ...","https://www.mobil123.com/dijual/toyota-agya-trd-dki-jakarta-pademangan/12775545","Diperbarui pada: 06 October 2023","Toyota","Agya","2017","75 - 80K km","5","Automatic","Rp 112.000.000","DKI Jakarta"
"1698944899-1051","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","2018 Toyota Fortuner 2.4 TRD SUV - Km 65rb Mulus Terawat  ...","https://www.mobil123.com/dijual/toyota-fortuner-trd-dki-jakarta-pademangan/12775620","Diperbarui pada: 06 October 2023","Toyota","Fortuner","2018","65 - 70K km","7","Automatic","Rp 393.000.000","DKI Jakarta"
"1698944902-1052","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","2018 Toyota Kijang Innova 2.0 V MPV - AT HITAM TDP 15JT CI...","https://www.mobil123.com/dijual/toyota-kijang-innova-v-dki-jakarta-tebet/12775214","Diperbarui pada: 06 October 2023","Toyota","Kijang Innova","2018","45 - 50K km","8","Manual","Rp 275.000.000","DKI Jakarta"
"1698944905-1053","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","2019 Honda Brio 1.2 Satya E Hatchback - AT ABU TDP 5JT CIC...","https://www.mobil123.com/dijual/honda-brio-satya-e-dki-jakarta-cinere/12774687","Diperbarui pada: 06 October 2023","Honda","Brio","2019","40 - 45K km","5","Automatic","Rp 140.000.000","DKI Jakarta"
"1698944908-1054","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","2019 Toyota Calya 1.2 G MPV - AT PUTIH KM ANTIK TDP 5JT CI...","https://www.mobil123.com/dijual/toyota-calya-g-dki-jakarta-cinere/12774599","Diperbarui pada: 06 October 2023","Toyota","Calya","2019","10 - 15K km","7","Automatic","Rp 125.000.000","DKI Jakarta"
"1698944911-1055","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","2016 Honda HR-V 1.5 E SUV - AT HITAM TDP 15JT CICILAN 4JT ...","https://www.mobil123.com/dijual/honda-hr-v-e-dki-jakarta-tebet/12775153","Diperbarui pada: 06 October 2023","Honda","HR-V","2016","65 - 70K km","5","Automatic","Rp 195.000.000","DKI Jakarta"
"1698944914-1056","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","2002 BMW 530i 3.0 Sedan - 3,0 Base Spec","https://www.mobil123.com/dijual/bmw-530i-dki-jakarta-mangga-dua/12774981","Diperbarui pada: 06 October 2023","BMW","5 Series","2002","85000 km","5","Automatic","Rp 130.000.000","DKI Jakarta"
"1698944917-1057","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","2020 Mercedes-Benz GLA200 1.3 Progressive Line SUV - Reg.2...","https://www.mobil123.com/dijual/mercedes-benz-gla200-progressive-line-dki-jakarta-bintaro/12652116","Diperbarui pada: 06 October 2023","Mercedes-Benz","GLA-Class","2020","13000 km","5","Automatic","Rp 695.000.000","DKI Jakarta"
"1698944920-1058","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","2023 Mercedes-Benz C300 2.0 AMG Line Sedan - Nik Black On ...","https://www.mobil123.com/dijual/mercedes-benz-c300-amg-line-dki-jakarta-bintaro/12617177","Diperbarui pada: 06 October 2023","Mercedes-Benz","C-Class","2023","1000 km","5","Automatic","Rp 1.175.000.000","DKI Jakarta"
"1698944923-1059","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","2018 Lexus RX300 2.0 Luxury SUV - Nik Black On Black Km20r...","https://www.mobil123.com/dijual/lexus-rx300-luxury-dki-jakarta-bintaro/12690234","Diperbarui pada: 06 October 2023","Lexus","RX300","2018","29000 km","5","Automatic","Rp 875.000.000","DKI Jakarta"
"1698944926-1060","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","2016 Toyota Kijang Innova 2.4 V MPV","https://www.mobil123.com/dijual/toyota-kijang-innova-v-dki-jakarta-kelapa-gading-barat/12776860","Diperbarui pada: 06 October 2023","Toyota","Kijang Innova","2016","60 - 65K km","8","Automatic","Rp 299.000.000","DKI Jakarta"
"1698944929-1061","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","2018 Toyota Fortuner 2.4 TRD SUV - 2,4","https://www.mobil123.com/dijual/toyota-fortuner-trd-dki-jakarta-sudirman/12779027","Diperbarui pada: 06 October 2023","Toyota","Fortuner","2018","65000 km","7","Automatic","Rp 393.000.000","DKI Jakarta"
"1698944932-1062","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","2023 Hyundai Palisade 2.2 Signature AWD Wagon - 4X4 Nik Bl...","https://www.mobil123.com/dijual/hyundai-palisade-signature-awd-dki-jakarta-bintaro/12439486","Diperbarui pada: 06 October 2023","Hyundai","Palisade","2023","0 - 5K km","7","Automatic","Rp 980.000.000","DKI Jakarta"
"1698944935-1063","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","2023 Toyota Kijang Innova Zenix 2.0 V HV Wagon","https://www.mobil123.com/dijual/toyota-kijang-innova-zenix-v-hv-dki-jakarta-kelapa-gading-barat/12779082","Diperbarui pada: 06 October 2023","Toyota","Kijang Innova Zenix","2023","0 - 5K km","8","Automatic","Rp 600.000.000","DKI Jakarta"
"1698944938-1064","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","2018 Toyota Calya 1.2 G MPV - 1,2","https://www.mobil123.com/dijual/toyota-calya-g-dki-jakarta-penjaringan/12779102","Diperbarui pada: 06 October 2023","Toyota","Calya","2018","62000 km","7","Manual","Rp 108.000.000","DKI Jakarta"
"1698944941-1065","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","2023 Toyota Kijang Innova Zenix 2.0 V HV Wagon","https://www.mobil123.com/dijual/toyota-kijang-innova-zenix-v-hv-dki-jakarta-ancol/12779109","Diperbarui pada: 06 October 2023","Toyota","Kijang Innova Zenix","2023","0 - 5K km","8","Automatic","Rp 600.000.000","DKI Jakarta"
"1698944944-1066","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","2023 Toyota Kijang Innova Zenix 2.0 V HV Wagon","https://www.mobil123.com/dijual/toyota-kijang-innova-zenix-v-hv-dki-jakarta-tubagus-angke/12779133","Diperbarui pada: 06 October 2023","Toyota","Kijang Innova Zenix","2023","5 - 10K km","8","Automatic","Rp 600.000.000","DKI Jakarta"
"1698944947-1067","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","2023 Toyota Kijang Innova Zenix 2.0 V HV Wagon - Zenix V H...","https://www.mobil123.com/dijual/toyota-kijang-innova-zenix-v-hv-dki-jakarta-asemka/12779165","Diperbarui pada: 06 October 2023","Toyota","Kijang Innova Zenix","2023","0 - 5K km","8","Automatic","Rp 600.000.000","DKI Jakarta"
"1698944950-1068","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","2012 Nissan X-Trail 2.0 SUV - Kondisi Mulus Terawat Istime...","https://www.mobil123.com/dijual/nissan-x-trail-jawa-barat-bekasi-barat/12779234","Diperbarui pada: 06 October 2023","Nissan","X-Trail","2012","165 - 170K km","5","Manual","Rp 110.000.000","Jawa Barat"
"1698944953-1069","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","2018 Mazda CX-5 2.5 Elite SUV - putih km 24 rban pajak pan...","https://www.mobil123.com/dijual/mazda-cx-5-elite-dki-jakarta-mangga-dua/12779232","Diperbarui pada: 06 October 2023","Mazda","CX-5","2018","20 - 25K km","5","Automatic","Rp 365.000.000","DKI Jakarta"
"1698944956-1070","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","2017 Toyota Agya 1.2 TRD Hatchback - AT. Kondisi Terawat, ...","https://www.mobil123.com/dijual/toyota-agya-trd-dki-jakarta-cawang/12779362","Diperbarui pada: 06 October 2023","Toyota","Agya","2017","75 - 80K km","5","Automatic","Rp 112.000.000","DKI Jakarta"
"1698944959-1071","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=339&sort=modification_date_search.desc","2021 Toyota Agya 1.2 TRD Hatchback - . (ANTIK KM19RB) SPOR...","https://www.mobil123.com/dijual/toyota-agya-trd-jawa-barat-bandung/12779400","Diperbarui pada: 06 October 2023","Toyota","Agya","2021","15 - 20K km","5","Automatic","Rp 142.500.000","Jawa Barat"
